Timestamp,Uptime(s),Voltage(V),Temp(C),Humidity(%),PacketID,RSSI (dBm),SNR (dB)
2025-03-25 01:17:15,1965,3.31,20.4,66.8,129,-77,10.0
2025-03-25 01:17:30,1980,3.31,20.4,66.6,130,-77,9.0
2025-03-25 01:17:45,1995,3.31,20.4,66.7,131,-74,10.0
2025-03-25 01:18:00,2010,3.3,20.4,66.6,132,-74,9.0
2025-03-25 01:18:15,2025,3.31,20.4,66.5,133,-75,9.0
2025-03-25 01:18:30,2040,3.31,20.4,66.6,134,-76,9.0
2025-03-25 01:18:45,2055,3.31,20.4,66.6,135,-75,9.0
2025-03-25 01:19:00,2070,3.31,20.4,66.6,136,-76,10.0
2025-03-25 01:19:15,2085,3.31,20.4,66.6,137,-76,9.0
2025-03-25 01:19:30,2100,3.31,20.4,66.6,138,-75,9.0
2025-03-25 01:19:45,2115,3.31,20.4,66.6,139,-76,9.0
2025-03-25 01:20:00,2130,3.31,20.3,66.8,140,-76,10.0
2025-03-25 01:20:15,2145,3.31,20.3,66.8,141,-76,10.0
2025-03-25 01:20:30,2160,3.31,20.3,67.0,142,-76,9.0
2025-03-25 01:20:45,2175,3.31,20.3,66.9,143,-77,9.0
2025-03-25 01:21:00,2190,3.31,20.3,66.9,144,-77,9.0
2025-03-25 01:21:15,2205,3.31,20.3,67.0,145,-76,9.0
2025-03-25 01:21:30,2220,3.3,20.3,67.0,146,-76,9.0
2025-03-25 01:21:45,2235,3.31,20.3,67.1,147,-77,9.0
2025-03-25 01:22:00,2250,3.31,20.2,67.2,148,-77,9.0
2025-03-25 01:22:15,2265,3.31,20.2,67.5,149,-77,9.0
2025-03-25 01:22:30,2280,3.31,20.2,67.5,150,-79,9.0
2025-03-25 01:22:45,2295,3.31,20.2,67.7,151,-79,9.0
2025-03-25 01:23:00,2310,3.31,20.2,67.6,152,-77,9.0
2025-03-25 01:23:15,2325,3.31,20.2,67.6,153,-77,9.0
2025-03-25 01:23:30,2340,3.31,20.2,67.5,154,-76,9.0
2025-03-25 01:23:45,2355,3.31,20.2,67.5,155,-77,9.0
2025-03-25 01:24:00,2370,3.31,20.2,67.4,156,-76,10.0
2025-03-25 01:24:15,2385,3.31,20.2,67.3,157,-77,9.0
2025-03-25 01:24:30,2400,3.31,20.2,67.7,158,-77,9.0
2025-03-25 01:24:45,2415,3.31,20.2,67.6,159,-77,9.0
2025-03-25 01:25:00,2430,3.31,20.2,67.5,160,-77,9.0
2025-03-25 01:25:15,2445,3.31,20.2,67.6,161,-77,9.0
2025-03-25 01:25:30,2460,3.31,20.2,67.6,162,-77,9.0
2025-03-25 01:25:45,2475,3.31,20.2,67.6,163,-77,12.0
2025-03-25 01:26:00,2490,3.31,20.2,67.7,164,-77,10.0
2025-03-25 01:26:15,2505,3.31,20.2,67.4,165,-77,10.0
2025-03-25 01:26:30,2520,3.31,20.2,67.7,166,-77,10.0
2025-03-25 01:26:45,2535,3.31,20.2,67.6,167,-76,9.0
2025-03-25 01:27:00,2550,3.31,20.2,67.4,168,-77,9.0
2025-03-25 01:27:15,2565,3.31,20.2,67.6,169,-79,9.0
2025-03-25 01:27:30,2580,3.31,20.2,67.8,170,-77,7.0
2025-03-25 01:27:45,2595,3.31,20.2,67.8,171,-76,10.0
2025-03-25 01:28:00,2610,3.31,20.2,67.7,172,-77,9.0
2025-03-25 01:28:15,2625,3.31,20.2,67.7,173,-76,10.0
2025-03-25 01:28:30,2640,3.31,20.2,67.7,174,-79,10.0
2025-03-25 01:28:45,2655,3.31,20.2,67.7,175,-77,12.0
2025-03-25 01:29:00,2670,3.31,20.2,67.6,176,-77,9.0
2025-03-25 01:29:15,2685,3.31,20.2,67.7,177,-77,10.0
2025-03-25 01:29:30,2700,3.31,20.2,67.8,178,-77,9.0
2025-03-25 01:29:45,2715,3.31,20.2,68.0,179,-77,9.0
2025-03-25 01:30:00,2730,3.31,20.1,68.0,180,-76,9.0
